entry,at,order
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (174) | #4 ""Hans @ fVKCULQE4T"" (362) | #8 ""Fluffy @ kHdDX9dnsk"" (675)",2022-08-19T06:38:09.168Z,166089108916801
"-- starting hand #340  (No Limit Texas Hold'em) (dealer: ""Hans @ fVKCULQE4T"") --",2022-08-19T06:38:09.168Z,166089108916800
"-- ending hand #339 --",2022-08-19T06:38:06.167Z,166089108616702
"""Fluffy @ kHdDX9dnsk"" collected 37 from pot",2022-08-19T06:38:06.167Z,166089108616701
"Uncalled bet of 37 returned to ""Fluffy @ kHdDX9dnsk""",2022-08-19T06:38:06.167Z,166089108616700
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:38:05.272Z,166089108527200
"""Fluffy @ kHdDX9dnsk"" bets 37",2022-08-19T06:38:02.663Z,166089108266300
"River: Q♥, K♦, 7♥, J♦ [Q♣]",2022-08-19T06:37:56.447Z,166089107644700
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:37:55.557Z,166089107555700
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:37:54.620Z,166089107462000
"Turn: Q♥, K♦, 7♥ [J♦]",2022-08-19T06:37:50.551Z,166089107055100
"""Fluffy @ kHdDX9dnsk"" calls 11",2022-08-19T06:37:49.652Z,166089106965200
"""KevinG @ xaYwvsl4ih"" bets 11",2022-08-19T06:37:48.340Z,166089106834000
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:37:44.572Z,166089106457200
"Flop:  [Q♥, K♦, 7♥]",2022-08-19T06:37:40.140Z,166089106014000
"""Fluffy @ kHdDX9dnsk"" calls 7",2022-08-19T06:37:39.217Z,166089105921700
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:37:34.500Z,166089105450000
"""KevinG @ xaYwvsl4ih"" raises to 7",2022-08-19T06:37:28.030Z,166089104803000
"""Fluffy @ kHdDX9dnsk"" posts a big blind of 2",2022-08-19T06:37:18.728Z,166089103872806
"""Hans @ fVKCULQE4T"" posts a small blind of 1",2022-08-19T06:37:18.728Z,166089103872805
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (192) | #4 ""Hans @ fVKCULQE4T"" (363) | #8 ""Fluffy @ kHdDX9dnsk"" (656)",2022-08-19T06:37:18.728Z,166089103872801
"-- starting hand #339  (No Limit Texas Hold'em) (dealer: ""KevinG @ xaYwvsl4ih"") --",2022-08-19T06:37:18.728Z,166089103872800
"-- ending hand #338 --",2022-08-19T06:37:15.802Z,166089103580202
"""Fluffy @ kHdDX9dnsk"" collected 21 from pot",2022-08-19T06:37:15.802Z,166089103580201
"Uncalled bet of 21 returned to ""Fluffy @ kHdDX9dnsk""",2022-08-19T06:37:15.802Z,166089103580200
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:37:14.995Z,166089103499500
"""Fluffy @ kHdDX9dnsk"" bets 21",2022-08-19T06:37:10.540Z,166089103054000
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:37:07.906Z,166089102790600
"River: K♥, J♣, 2♣, J♥ [6♣]",2022-08-19T06:37:05.914Z,166089102591400
"""Fluffy @ kHdDX9dnsk"" calls 6",2022-08-19T06:37:05.044Z,166089102504400
"""Hans @ fVKCULQE4T"" bets 6",2022-08-19T06:37:03.514Z,166089102351400
"Turn: K♥, J♣, 2♣ [J♥]",2022-08-19T06:36:57.387Z,166089101738700
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:36:56.539Z,166089101653900
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:36:53.944Z,166089101394400
"Flop:  [K♥, J♣, 2♣]",2022-08-19T06:36:52.183Z,166089101218300
"""Hans @ fVKCULQE4T"" calls 4",2022-08-19T06:36:51.305Z,166089101130500
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:36:49.816Z,166089100981600
"""Fluffy @ kHdDX9dnsk"" raises to 4",2022-08-19T06:36:47.984Z,166089100798400
