player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Muoio",Fno3lh9ucg,2022-08-12T18:39:30.876Z,2022-08-12T21:54:32.913Z,300,320,0,20
"JBerk",AIipWhGFZy,2022-08-12T18:39:30.874Z,2022-08-12T19:43:33.381Z,300,0,0,-300
"MG",b-R5PpbV7M,2022-08-12T18:39:30.882Z,2022-08-12T21:54:45.433Z,420,647,0,227
"Ryan T",Vh-ou2imrH,2022-08-12T18:39:30.878Z,2022-08-12T19:30:04.486Z,482,513,0,31
"danielito",cyN7RSmDiW,2022-08-12T18:39:30.871Z,2022-08-12T21:54:37.523Z,514,536,0,22
